matiere,theme,difficulte,modele,variante,enonce,solution,explication,longueur_enonce,longueur_explication,mots_enonce
Anglais,Present and past tenses,moyen,gemini-3.5-flash,C_complet,"Mets les verbes entre parenthèses au temps du passé qui convient :

Yesterday, while Kofi (to study) for his BEPC exam, his mother (to call) him.",was studying / called,"Bonjour mon ami ! Ensemble, nous allons résoudre cet exercice pas à pas. C'est un grand classique de l'examen du BEPC !

**Étape 1 : Repérer les indices de temps**
Dans notre phrase, nous avons le mot **Yesterday** (hier). Cela nous indique tout de suite que l'action se déroule dans le passé. Nous devons donc utiliser des temps du passé (Past tenses).

**Étape 2 : Comprendre la relation entre les deux actions**
Nous avons aussi le mot **While** (pendant que). Ce mot magique introduit une action longue qui était en train de se dérouler, et qui a été interrompue par une action plus courte.

**Étape 3 : Conjuguer le premier verbe (to study)**
L'action de réviser (to study) est l'action longue qui était en cours. Pour une action longue dans le passé, on utilise le **Past Continuous** (was/were + verbe-ING).
Kofi est un garçon (he), on utilise donc 'was'.
Le verbe devient : **was studying**.

**Étape 4 : Conjuguer le second verbe (to call)**
L'appel de la maman (to call) est l'action courte et soudaine qui vient interrompre la révision. Pour une action courte et précise dans le passé, on utilise le **Past Simple**.
'To call' est un verbe régulier, il suffit de lui ajouter '-ed' à la fin.
Le verbe devient : **called**.

C'est exactement comme chez nous au Bénin quand tu dis : 'Pendant que je préparais la pâte (was preparing), le gaz s'est éteint (went out)'.

La phrase correcte est donc : 'Yesterday, while Kofi was studying for his BEPC exam, his mother called him.'

Excellent travail, continue comme ça et tu vas briller à l'examen !",145,1553,26
Physique-Chimie-Technologie,Solutions et concentrations,facile,gemini-3.5-flash,C_complet,"Pour préparer une boisson sucrée pour la fête de la Tabaski, Bio dissout complètement 20 g de sucre dans de l'eau pure afin d'obtenir 250 mL de solution. Calcule la concentration massique (Cm) en g/L de cette solution sucrée.",La concentration massique de la solution sucrée est de 80 g/L.,"Bonjour mon ami ! Ensemble, nous allons résoudre cet exercice pas à pas. C'est très simple, tu vas voir.

**Étape 1 : Comprendre ce qu'on nous demande et identifier les données**
On veut calculer la **concentration massique** (Cm) de la boisson.
Pour cela, l'énoncé nous donne deux informations importantes :
- La masse du sucre (le soluté) : m = 20 g
- Le volume de la solution : V = 250 mL

**Étape 2 : Convertir les unités si nécessaire**
Attention ! On nous demande la concentration en grammes par litre (**g/L**).
La masse est déjà en grammes (g), c'est parfait !
Mais le volume est en millilitres (mL). Il faut donc convertir 250 mL en litres (L).
Tu sais que 1 L = 1000 mL.
Pour passer des mL aux L, on divise par 1000.
V = 250 ÷ 1000 = 0,25 L.

**Étape 3 : Appliquer la formule de la concentration massique**
La formule magique que tu as apprise en classe est :
Cm = m ÷ V
(La concentration massique est égale à la masse du soluté divisée par le volume de la solution).

**Étape 4 : Faire le calcul**
Remplaçons les lettres par les chiffres :
Cm = 20 ÷ 0,25
Cm = 80 g/L.

Voilà ! Tu as trouvé la bonne démarche. C'est excellent pour ta préparation au BEPC. Continue comme ça !",225,1184,39
Physique-Chimie-Technologie,"Atomes, molécules et ions",moyen,gemini-flash-lite-latest,B_markdown,Un atome de chlore a pour numéro atomique Z = 17. Il capte un électron pour donner un ion chlore. 1. Détermine le nombre d'électrons de cet ion. 2. Écris le symbole chimique de cet ion.,1. 18 électrons. 2. Cl^-,"Étape 1 : Rappelons-nous qu'un atome neutre de chlore (Z = 17) possède 17 protons et donc 17 électrons. Étape 2 : L'énoncé nous dit que cet atome capte (gagne) un électron. Pour trouver le nombre d'électrons de l'ion formé, on ajoute cet électron gagné aux électrons de départ : 17 + 1 = 18 électrons. Étape 3 : Comme l'atome a gagné une charge négative (un électron), l'ion formé est un anion. Son symbole se note en écrivant le symbole de l'élément (Cl) suivi du signe moins en exposant, ce qui donne Cl^-.",185,508,36
Histoire-Géographie,Indépendances africaines,examen,gemini-3.5-flash,C_complet,"A l'examen du BEPC, on te demande d'expliquer le processus qui a conduit le Dahomey (actuel Bénin) à son indépendance le 1er août 1960. Nomme le premier président de la République du Dahomey qui a proclamé cette indépendance et cite deux étapes politiques majeures entre 1956 et 1960 qui ont préparé cet événement.",Le premier président est Hubert Maga. Les deux étapes majeures sont l'application de la Loi-Cadre Defferre de 1956 (autonomie interne) et le référendum de septembre 1958 (création de la Communauté française).,"Bonjour mon ami ! C'est une excellente question d'examen. Ensemble, nous allons analyser le sujet pas à pas pour que tu comprennes parfaitement la démarche.

**Étape 1 : Identifier l'acteur principal de l'indépendance**
Pour trouver le nom du premier président, rappelle-toi des récits sur le 1er août 1960 à Porto-Novo. C'est **Hubert Maga** qui a prononcé le discours solennel proclamant l'indépendance du Dahomey (notre actuel Bénin).

**Étape 2 : Analyser la première étape historique (1956)**
Pourquoi l'année 1956 est-elle importante ? C'est l'année de la **Loi-Cadre Defferre**. Pour bien comprendre, c'est comme si on te confiait la gestion de la boutique familiale pour t'entraîner avant de te laisser ouvrir ton propre commerce. Cette loi a accordé l'autonomie interne au Dahomey, permettant aux Dahoméens de gérer eux-mêmes leurs affaires locales.

**Étape 3 : Analyser la deuxième étape historique (1958)**
En septembre 1958, le Général de Gaulle organise un grand vote : le **référendum de 1958**. Le Dahomey choisit de voter ""Oui"" pour entrer dans la Communauté française. Cela permet au pays de devenir une République autonome le 4 décembre 1958. C'était la dernière marche avant l'indépendance totale de 1960.

En apprenant à situer ces événements dans l'ordre, tu construis une argumentation solide pour ton examen. Félicitations pour tes efforts, tu vas réussir !",314,1381,53
Physique-Chimie-Technologie,Loi d’Ohm et résistances,facile,gemini-3.5-flash,C_complet,"Pour faire fonctionner une petite lampe de poche à Cotonou, Koffi utilise un conducteur ohmique de résistance R = 45 Ω. Le courant électrique qui traverse ce conducteur ohmique a une intensité I = 0,2 A. Calcule la tension U aux bornes de ce conducteur ohmique.",La tension aux bornes du conducteur ohmique est U = 9 V.,"Bonjour mon ami ! Ensemble, nous allons résoudre cet exercice très simple sur la loi d'Ohm. C'est un grand classique du BEPC !

**Étape 1 : Comprendre ce qu'on nous donne et ce qu'on cherche**
Dans l'énoncé, nous avons deux informations importantes :
- La résistance du conducteur ohmique : R = 45 Ω (ohms).
- L'intensité du courant : I = 0,2 A (ampères).
Nous cherchons la tension électrique U (en volts).

**Étape 2 : Rappeler la formule de la loi d'Ohm**
La loi d'Ohm est une formule très importante en électricité. Elle s'écrit :
U = R × I
Ici, U est la tension en volts (V), R est la résistance en ohms (Ω), et I est l'intensité en ampères (A). C'est une simple multiplication !

**Étape 3 : Faire l'application numérique**
Remplaçons les lettres par les valeurs de notre exercice :
U = 45 × 0,2

**Étape 4 : Calculer le résultat**
Faisons le calcul :
45 × 0,2 = 9
La tension U est donc égale à 9 V.

**Conclusion**
La tension aux bornes du conducteur ohmique de Koffi est de 9 V (volts).
Félicitations ! Tu as appliqué la loi d'Ohm comme un chef. Continue ainsi, le BEPC est à ta portée !",261,1094,46
Mathématiques,Racines carrées,examen,gemini-flash-lite-latest,C_complet,"On donne le nombre A tel que A = 3√75 - 2√27 + √3. Écris A sous la forme a√3, où a est un nombre entier.",A = 12√3,"Pour écrire A sous la forme a√3, nous allons simplifier chaque racine carrée en cherchant à faire apparaître le facteur 3 à l'intérieur. D'abord, occupons-nous de 3√75. On sait que 75 = 25 × 3, donc √75 = √(25 × 3) = √25 × √3 = 5√3. En multipliant par le 3 qui est devant, cela donne 3 × 5√3 = 15√3. Ensuite, passons à 2√27. On sait que 27 = 9 × 3, donc √27 = √(9 × 3) = √9 × √3 = 3√3. En multipliant par le 2 qui est devant, cela donne 2 × 3√3 = 6√3. La dernière racine est déjà simplifiée, c'est √3. Maintenant, remplaçons tous ces résultats dans l'expression de départ : A = 15√3 - 6√3 + √3. N'oublie pas que √3 c'est la même chose que 1√3. Il ne reste plus qu'à regrouper les nombres : (15 - 6 + 1)√3, ce qui donne bien 12√3.",104,729,26
Communication écrite,Rédaction argumentative,moyen,gemini-3.5-flash,C_complet,"Sujet : De nombreux jeunes béninois pensent que la réussite ne se trouve que dans les bureaux à Cotonou et négligent l'agriculture. Rédige un paragraphe argumentatif court (5 à 8 lignes) pour montrer que l'agriculture est une véritable source de richesse. Consigne : Utilise obligatoirement un connecteur logique pour commencer, formule un argument clair, et illustre-le par un exemple local béninois.","D'abord, l'agriculture est un secteur d'avenir qui permet aux jeunes de s'auto-employer et de devenir autonomes. En effet, la terre offre de grandes opportunités de richesse pour celui qui la travaille avec courage. Par exemple, au Bénin, la production et la transformation du manioc en gari ou en tapioca permettent à de nombreux jeunes de gagner très bien leur vie sans attendre un emploi de l'État.","Bonjour mon ami ! C'est RépétIA, ton répétiteur. Ensemble, nous allons analyser cet exercice pas à pas pour que tu réussisses brillamment au BEPC.

**Étape 1 : Comprendre la consigne**
On te demande de rédiger un paragraphe argumentatif. Pour cela, tu as besoin de trois éléments clés : un connecteur logique, un argument (ton idée principale) et un exemple (une preuve concrète).

**Étape 2 : Choisir le connecteur logique**
Pour commencer ton paragraphe de façon ordonnée, utilise un mot de liaison comme **D'abord**, **En premier lieu** ou **Tout d'abord**. Cela montre au correcteur que ton devoir est bien structuré.

**Étape 3 : Formuler un argument fort**
L'argument doit prouver que l'agriculture rend riche et indépendant. Nous avons choisi : l'agriculture permet de créer son propre emploi (l'auto-emploi) et de ne pas dépendre du chômage.

**Étape 4 : Trouver un exemple béninois**
Pour convaincre, rien de tel qu'un exemple que tout le monde connaît chez nous au Bénin ! Nous avons pris la culture du manioc et sa transformation en gari. C'est une activité très rentable dans nos départements comme le Plateau ou le Zou.

**Étape 5 : Assembler le tout**
Tu relies tes idées pour former des phrases simples et claires. Tu commences par le connecteur, tu développes l'argument, et tu termines par l'exemple en utilisant un mot comme **Par exemple** ou **C'est le cas de**.

Travaille bien, la terre ne ment jamais, et ton succès au BEPC est assuré !",401,1459,61
Physique-Chimie-Technologie,Loi d’Ohm et résistances,moyen,gemini-flash-lite-latest,A_minimal,Un élève de troisième au Bénin mesure la tension aux bornes d'un conducteur ohmique et trouve U = 6 V. Il mesure ensuite l'intensité du courant qui le traverse et trouve I = 50 mA. Calcule la valeur de la résistance R de ce conducteur ohmique en ohms.,R = 120 ohms,"Étape 1 : Rappelle-toi de la loi d'Ohm qui relie la tension U, l'intensité I et la résistance R par la formule U = R x I. Étape 2 : Convertis l'intensité I en ampères (A) car la formule exige des unités légales (SI). I = 50 mA = 50 / 1000 A = 0,05 A. Étape 3 : Isole la résistance R dans la formule, ce qui donne R = U / I. Étape 4 : Remplace U et I par leurs valeurs : R = 6 / 0,05. Étape 5 : Calcule le résultat final, R = 120 ohms. Bravo, tu as réussi !",251,456,48
Lecture,Poésie et versification,facile,gemini-3.5-flash,C_complet,"Voici un vers inspiré de notre cher pays : ""Mon beau pays est le Bénin.""

Consigne : Compte le nombre de syllabes métriques de ce vers et donne son nom (le mètre).",Ce vers contient 8 syllabes. C'est un octosyllabe.,"Bonjour mon ami ! C'est RépétIA, ton répétiteur. Ensemble, nous allons analyser ce vers pas à pas, avec le sourire.

**Étape 1 : Comprendre ce qu'on nous demande**
En poésie, pour trouver le mètre d'un vers, il faut compter ses syllabes prononcées. C'est comme découper les mots en tapant doucement dans les mains.

**Étape 2 : Découper le vers en syllabes**
Faisons le découpage ensemble :
- Mon (1)
- beau (2)
- pa-ys (3 et 4 : attention, le mot ""pays"" se prononce en deux syllabes ""pa-ys"")
- est (5)
- le (6)
- Bé-nin (7 et 8)

**Étape 3 : Faire le total**
Si on lit le vers en marquant bien chaque rythme, on obtient : Mon / beau / pa / ys / est / le / Bé / nin.
Nous avons donc exactement **8 syllabes**.

**Étape 4 : Trouver le nom du vers**
Chaque longueur de vers a un nom précis en versification. Un vers de 8 syllabes s'appelle un **octosyllabe** (le préfixe ""octo"" signifie huit, comme dans un octogone).

Félicitations pour tes efforts ! Tu as vu, ce n'est pas si difficile. Continue comme ça et le BEPC sera une formalité pour toi !",163,1045,32
Physique-Chimie-Technologie,"Optique (lentilles, miroirs)",moyen,gemini-3.5-flash,C_complet,"Koffi, un élève de troisième à Cotonou, utilise une loupe (qui est une lentille convergente) de distance focale f = 10 cm pour projeter l'image d'une bougie de hauteur AB = 2 cm sur un écran. La bougie est placée perpendiculairement à l'axe optique, à une distance p = 15 cm devant la lentille.

1. Calcule la distance p' entre la lentille et l'écran pour obtenir une image nette de la bougie.
2. Détermine la hauteur A'B' de l'image obtenue sur l'écran.","1. La distance entre la lentille et l'écran est p' = 30 cm.
2. La hauteur de l'image est A'B' = 4 cm.","Bonjour mon ami ! Ensemble, nous allons résoudre cet exercice d'optique pas à pas. C'est un classique du BEPC, tu vas voir, c'est très simple !

**Étape 1 : Comprenons les données de l'exercice**
Nous avons :
- La distance focale de la lentille : f = 10 cm
- La hauteur de la bougie (l'objet) : AB = 2 cm
- La distance entre la bougie et la lentille : p = 15 cm

**Étape 2 : Calcul de la distance de l'image p'**
Pour trouver la position de l'image sur l'écran, nous utilisons la formule de conjugaison des lentilles minces convergentes :
1/f = 1/p + 1/p'

Nous cherchons 1/p'. Isolons-le dans la formule :
1/p' = 1/f - 1/p

Remplaçons par les valeurs numériques :
1/p' = 1/10 - 1/15

Pour faire cette soustraction, mettons les fractions au même dénominateur (qui est 30) :
1/10 = 3/30
1/15 = 2/30

Ce qui nous donne :
1/p' = 3/30 - 2/30
1/p' = 1/30

En inversant la fraction, nous trouvons :
p' = 30 cm

La distance entre la lentille et l'écran pour avoir une image nette est donc de **30 cm**.

**Étape 3 : Calcul de la hauteur de l'image A'B'**
Pour trouver la taille de l'image, nous utilisons la formule du grandissement :
g = A'B' / AB = p' / p

De cette égalité, nous pouvons tirer la hauteur de l'image A'B' :
A'B' = AB × (p' / p)

Passons à l'application numérique :
A'B' = 2 × (30 / 15)
A'B' = 2 × 2
A'B' = 4 cm

La hauteur de l'image de la bougie sur l'écran est donc de **4 cm**.

Félicitations ! Tu as appliqué les formules comme un chef. Continue ainsi pour ton BEPC !",454,1482,82
Allemand,Schriftlicher Ausdruck,moyen,gemini-flash-lite-latest,C_complet,"Formule une phrase correcte en allemand pour te présenter en donnant ton nom (Koffi), ton âge (14 ans) et ta ville d'origine (Cotonou). Utilise les verbes heißen, sein et wohnen.","Ich heiße Koffi, ich bin vierzehn Jahre alt und ich wohne in Cotonou.","Pour te présenter pas à pas, nous allons traduire chaque information en allemand.
Première étape, ton nom : 'Je m'appelle Koffi' se traduit par 'Ich heiße Koffi'. Le verbe heißen prend la terminaison -e avec le pronom Ich.
Deuxième étape, ton âge : 'J'ai quatorze ans' se dit 'ich bin vierzehn Jahre alt' en allemand (on utilise le verbe sein = être). Vierzehn signifie quatorze.
Troisième étape, ta ville : 'J'habite à Cotonou' se traduit par 'ich wohne in Cotonou' (le verbe wohnen signifie habiter, et la préposition in s'utilise devant les noms de villes).
Enfin, pour lier ces trois idées en une seule phrase correcte, on utilise la conjonction 'und' (et) : 'Ich heiße Koffi, ich bin vierzehn Jahre alt und ich wohne in Cotonou.' Bravo pour ton effort, continue comme ça !",178,777,30
Mathématiques,Théorème de Thalès,examen,gemini-3.5-flash,C_complet,"Koffi possède un champ triangulaire ABC à Bohicon tel que AB = 6 m, AC = 9 m et BC = 7.5 m. Pour séparer ses cultures de maïs et de manioc, il trace une ligne (MN) parallèle à la bordure (BC), de sorte que le point M appartienne au segment [AB] et le point N appartienne au segment [AC]. On donne AM = 2 m. Calcule les longueurs AN et MN pour aider Koffi à bien délimiter son champ.",AN = 3 m et MN = 2.5 m,"Bonjour mon ami ! C'est un superbe exercice pour t'entraîner pour le BEPC. Ne t'inquiète pas, nous allons le résoudre ensemble, étape par étape.

**Étape 1 : Analyser la situation**
Koffi a un champ en forme de triangle ABC.
On nous dit que la droite (MN) est parallèle à la droite (BC).
Les points A, M, B sont alignés dans cet ordre, et les points A, N, C sont aussi alignés dans cet ordre.
Quand tu vois des droites parallèles qui coupent un triangle, quel théorème te vient tout de suite à l'esprit ? Oui, c'est le **théorème de Thalès** !

**Étape 2 : Écrire l'égalité de Thalès**
Puisque (MN) ∥ (BC), d'après le théorème de Thalès, nous pouvons écrire les rapports de proportionnalité suivants :
AM/AB = AN/AC = MN/BC.
C'est comme une recette de cuisine, il suffit de remplacer les lettres par les valeurs que nous connaissons.

**Étape 3 : Calculer la longueur AN**
Utilisons d'abord la première partie de l'égalité :
AM/AB = AN/AC.
Remplaçons par les nombres donnés dans l'énoncé :
2/6 = AN/9.
Pour trouver AN, nous faisons un produit en croix (la règle de trois) :
AN = (2 × 9) ÷ 6
AN = 18 ÷ 6
AN = 3 m.
Bravo ! Tu as trouvé la première longueur. Koffi sait maintenant que AN mesure 3 m.

**Étape 4 : Calculer la longueur MN**
Utilisons maintenant une autre partie de notre égalité :
AM/AB = MN/BC.
Remplaçons par les nombres :
2/6 = MN/7.5.
Faisons encore un produit en croix pour trouver MN :
MN = (2 × 7.5) ÷ 6
MN = 15 ÷ 6
MN = 2.5 m.

Et voilà ! La longueur MN est de 2.5 m. Tu as vu ? En allant pas à pas, la géométrie devient très simple ! Continue comme ça, tu es sur la bonne voie pour ton BEPC !",382,1613,80
Mathématiques,Racines carrées,examen,gemini-3.5-flash,B_markdown,On considère le nombre réel A = 3√50 - √18 + 2√8. Écris A sous la forme a√2 où a est un nombre entier relatif.,A = 16√2,"Salut mon champion ! Prêt à briller au BEPC ? Ensemble, nous allons résoudre cet exercice classique pas à pas.

**Étape 1 : Comprendre la consigne**
On nous demande d'écrire l'expression sous la forme a√2. Cela signifie que nous devons faire apparaître le nombre 2 sous chaque racine carrée. C'est comme si on voulait emballer nos marchandises du marché de Dantokpa dans des sachets de même taille pour mieux les compter !

**Étape 2 : Décomposer les nombres sous les racines**
Cherchons des multiplications contenant le chiffre 2 et un carré parfait (comme 4, 9, 25, 36...) :
- Pour 50 : on sait que 50 = 25 × 2. (Et 25 est le carré de 5)
- Pour 18 : on sait que 18 = 9 × 2. (Et 9 est le carré de 3)
- Pour 8 : on sait que 8 = 4 × 2. (Et 4 est le carré de 2)

**Étape 3 : Simplifier chaque terme**
Appliquons la règle qui dit que √(x × y) = √x × √y :
- Premier terme : 3√50 = 3 × √(25 × 2) = 3 × √25 × √2 = 3 × 5 × √2 = 15√2.
- Deuxième terme : √18 = √(9 × 2) = √9 × √2 = 3√2.
- Troisième terme : 2√8 = 2 × √(4 × 2) = 2 × √4 × √2 = 2 × 2 × √2 = 4√2.

**Étape 4 : Rassembler et calculer l'expression A**
Maintenant, remplaçons chaque élément simplifié dans notre calcul de départ :
A = 15√2 - 3√2 + 4√2

Comme tous les termes partagent maintenant le même ""√2"", nous pouvons les regrouper ensemble, exactement comme on regroupe des mesures de gari :
A = (15 - 3 + 4)√2
A = (12 + 4)√2
A = 16√2

Et voilà le travail ! Tu as obtenu une très belle note à cette question d'examen. Continue comme ça, tu vas cartonner au BEPC !",110,1520,25
Sciences de la Vie et de la Terre,Sols et roches,moyen,gemini-3.5-flash,A_minimal,"Kofi, un élève de troisième à Cotonou, réalise une expérience pour étudier deux types de sols de sa région : le sol A (sol sableux de plage) et le sol B (sol argileux ou 'terre de barre'). Il prend 100 cm3 de chaque sol bien sec, les place dans des entonnoirs filtrants et verse doucement 100 mL d'eau sur chacun d'eux. Après 10 minutes, il mesure le volume d'eau recueilli dans les éprouvettes sous les entonnoirs. Il obtient : 85 mL d'eau pour le sol A et 15 mL d'eau pour le sol B. 1) Calcule le volume d'eau retenu par chaque échantillon de sol. 2) Compare la perméabilité de ces deux sols et explique la différence en te basant sur leur structure. 3) Quel sol conseilles-tu à Kofi pour une culture dont les racines pourrissent facilement en cas d'excès d'eau ?","1) Eau retenue : Sol A = 15 mL ; Sol B = 85 mL. 2) Le sol A est très perméable car il laisse passer beaucoup d'eau (85 mL) grâce à ses gros grains et ses grands espaces vides. Le sol B est peu perméable car ses grains très fins et serrés retiennent l'eau (85 mL). 3) Pour éviter le pourrissement des racines, il faut conseiller le sol A.","Bonjour mon ami ! Allons-y pas à pas pour comprendre cet exercice très classique du BEPC béninois.

Étape 1 : Calculons le volume d'eau retenu.
Pour trouver la quantité d'eau que le sol a gardée (retenue), il suffit de soustraire le volume d'eau récupéré du volume d'eau versé au départ (100 mL).
- Pour le sol A (sableux) : 100 mL (versés) - 85 mL (récupérés) = 15 mL d'eau retenue.
- Pour le sol B (argileux) : 100 mL (versés) - 15 mL (récupérés) = 85 mL d'eau retenue.

Étape 2 : Comparons et expliquons la perméabilité.
La perméabilité est la capacité d'un sol à se laisser traverser par l'eau.
- Le sol A laisse passer presque toute l'eau (85 mL sur 100). Il est donc très perméable. Cela s'explique par sa structure : le sable est constitué de gros grains. Entre ces grains, il y a de grands espaces vides (les pores) qui laissent l'eau s'écouler rapidement.
- Le sol B ne laisse passer que très peu d'eau (15 mL). Il est donc peu perméable (ou imperméable). L'argile est constituée de grains microscopiques très serrés les uns contre les autres. Les pores sont minuscules, ce qui piège l'eau et l'empêche de couler.

Étape 3 : Faisons le choix pour l'agriculture.
Une plante dont les racines pourrissent facilement craint l'asphyxie due à l'eau qui stagne. Le sol B retient trop d'eau (85 mL), ce qui va noyer les racines. Le sol A, au contraire, laisse l'eau s'écouler rapidement (seulement 15 mL retenus). C'est donc le sol A (sol sableux) qui convient le mieux pour cette culture.

Excellent travail d'analyse ! Continue ainsi, tu es sur la bonne voie pour décrocher ton BEPC !",765,1587,142
Mathématiques,"Statistiques (moyenne, effectifs)",moyen,gemini-3.5-flash,A_minimal,"Lors d'un devoir de Mathématiques dans une classe de troisième à Cotonou, les notes sur 20 des 20 élèves se répartissent comme suit :
- Note 8 : 4 élèves
- Note 10 : 6 élèves
- Note 12 : 5 élèves
- Note 15 : 3 élèves
- Note 18 : 2 élèves

1) Calcule la moyenne de la classe à ce devoir.
2) Détermine le pourcentage d'élèves ayant obtenu une note supérieure ou égale à 10.","1) La moyenne de la classe est de 11,65 sur 20.
2) Le pourcentage d'élèves ayant obtenu au moins 10 sur 20 est de 80%.","Bonjour mon champion ! C'est RépétIA, ton répétiteur de maths. Ensemble, nous allons résoudre cet exercice pas à pas. C'est très simple, tu vas voir !

Étape 1 : Calculons la moyenne de la classe.
Pour trouver la moyenne, on multiplie chaque note par le nombre d'élèves qui l'ont obtenue (l'effectif), on additionne tous ces produits, puis on divise le tout par l'effectif total (le nombre total d'élèves, qui est 20).

Faisons les calculs ensemble :
- Pour la note 8 : 8 x 4 = 32
- Pour la note 10 : 10 x 6 = 60
- Pour la note 12 : 12 x 5 = 60
- Pour la note 15 : 15 x 3 = 45
- Pour la note 18 : 18 x 2 = 36

La somme totale des points est : 32 + 60 + 60 + 45 + 36 = 233 points.
Maintenant, on divise cette somme par l'effectif total (20 élèves) :
Moyenne = 233 / 20 = 11,65.
La moyenne de la classe est donc de 11,65 sur 20. Félicitations à cette classe !

Étape 2 : Calculons le pourcentage d'élèves ayant au moins 10 sur 20.
D'abord, cherchons le nombre d'élèves (l'effectif) qui ont eu une note supérieure ou égale à 10. Ce sont les élèves qui ont eu 10, 12, 15 ou 18.
Nombre d'élèves = 6 (qui ont eu 10) + 5 (qui ont eu 12) + 3 (qui ont eu 15) + 2 (qui ont eu 18) = 16 élèves.

Pour trouver le pourcentage, on applique la règle de trois (comme quand on calcule les bénéfices au marché de Dantokpa !) :
Pourcentage = (Nombre d'élèves concernés / Effectif total) x 100
Pourcentage = (16 / 20) x 100
Pourcentage = 0,8 x 100 = 80%.

Voilà ! 80% des élèves ont la moyenne ou plus. Tu as vu, ce n'était pas si difficile ! Continue comme ça, le BEPC est dans la poche !",371,1568,78
Mathématiques,Théorème de Thalès,examen,gemini-3.5-flash,B_markdown,"Pour construire la charpente d'une case à Natitingou, un menuisier réalise un support triangulaire ABC. Il place une barre de renfort [MN] parallèle à la base [BC] telle que M appartient à [AB] et N appartient à [AC]. On donne les mesures suivantes : AB = 5 m, AC = 6 m, BC = 4 m et AM = 2 m. Calcule les longueurs AN et MN pour aider le menuisier.","AN = 2,4 m et MN = 1,6 m","Bonjour mon jeune champion ! Ensemble, nous allons résoudre cet exercice pas à pas, avec méthode.

**Étape 1 : Vérification des conditions d'application**
Pour utiliser le théorème de Thalès, nous devons nous assurer que les conditions sont réunies. Ici, dans le triangle ABC :
- Le point M appartient au segment [AB]
- Le point N appartient au segment [AC]
- Les droites (MN) et (BC) sont parallèles.
Ces conditions sont bien respectées, nous pouvons donc appliquer le **théorème de Thalès**.

**Étape 2 : Écriture des rapports de Thalès**
Le théorème nous dit que les côtés des triangles AMN et ABC sont proportionnels. Nous pouvons donc écrire l'égalité des rapports :
AM / AB = AN / AC = MN / BC

Remplaçons maintenant les lettres par les valeurs données dans l'énoncé :
2 / 5 = AN / 6 = MN / 4

**Étape 3 : Calcul de la longueur AN**
Pour trouver AN, nous utilisons la première partie de notre égalité :
2 / 5 = AN / 6
En appliquant le produit en croix (la règle de trois), nous obtenons :
AN = (2 * 6) / 5
AN = 12 / 5
AN = 2,4
La longueur AN est donc de **2,4 m**.

**Étape 4 : Calcul de la longueur MN**
Pour trouver MN, nous utilisons l'autre égalité :
2 / 5 = MN / 4
En appliquant à nouveau le produit en croix, nous obtenons :
MN = (2 * 4) / 5
MN = 8 / 5
MN = 1,6
La longueur de la barre de renfort MN est donc de **1,6 m**.

Félicitations ! Tu as aidé le menuisier de Natitingou à trouver ses mesures exactes. Continue ainsi, le BEPC est à ta portée !",348,1462,71
Anglais,"Writing (letter, narrative)",moyen,gemini-flash-lite-latest,B_markdown,Write a short informal letter of about 60 to 80 words to your friend Koffi to tell him about your last holidays in Grand-Popo. Mention what you did there and how you felt.,"Cotonou, 12th July 2023

Dear Koffi,

How are you? I hope you are doing well. I am writing to tell you about my fantastic holidays in Grand-Popo. I spent wonderful days swimming in the ocean and visiting the Mono River. The landscape was breathtaking and I ate delicious fried fish. I felt so relaxed and happy! I can't wait to see you soon.

Your friend,
Komi","Pour réussir cette lettre informelle au BEPC, procédons étape par étape.

Première étape : Écris l'en-tête en haut à droite avec le lieu et la date, par exemple : Cotonou, 12th July 2023.

Deuxième étape : Mets une formule de salutation amicale à gauche, comme 'Dear Koffi,'.

Troisième étape : Dans le corps du texte, respecte le thème demandé. Dis où tu es allé (Grand-Popo), ce que tu y as fait (nager dans l'océan, visiter le fleuve Mono, manger du poisson frit) et exprime tes sentiments (détendu et heureux).

Quatrième étape : Termine par une formule de politesse chaleureuse comme 'Your friend,' suivie de ton prénom.",171,625,33
Histoire-Géographie,Indépendances africaines,facile,gemini-flash-lite-latest,C_complet,En quelle année le Dahomey (actuel Bénin) a-t-il accédé à l'indépendance ?,Le 1er août 1960.,"Pour trouver cette date, souviens-toi que la plupart des pays d'Afrique de l'Ouest francophone, y compris le Dahomey, sont devenus indépendants au cours de l'année 1960. Pour notre pays, c'est précisément le 1er août 1960 que l'indépendance a été proclamée, mettant fin à la colonisation française. C'est une date très importante à retenir pour le BEPC !",74,354,12
Allemand,Präsens und starke Verben,examen,gemini-flash-lite-latest,C_complet,"Conjugue le verbe fort ""sprechen"" au présent de l'indicatif (Präsens) à la deuxième personne du singulier (du) : Du ... gut Deutsch.",sprichst,"Pour conjuguer un verbe fort au présent à la deuxième personne du singulier (du), on prend le radical du verbe ""sprech-"". Sur les verbes forts ayant un ""e"" au radical comme ""sprechen"", il y a souvent un changement de voyelle : le ""e"" se transforme en ""i"" ou ""ie"" (ici, ""sprich-""). Ensuite, on ajoute la terminaison habituelle du ""du"", qui est ""-st"". Ce qui donne : du sprichst.",132,377,22
